ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount
335,20190414,20190426,20190421,20584,SO47840,782.99
362,20190414,20190426,20190421,26490,SO47841,2049.0982
323,20190414,20190426,20190421,15338,SO47842,782.99
333,20190414,20190426,20190421,15339,SO47843,782.99
371,20190414,20190426,20190421,21996,SO47844,2181.5625
369,20190415,20190427,20190422,16206,SO47845,2443.35
368,20190415,20190427,20190422,14779,SO47846,2443.35
368,20190415,20190427,20190422,16278,SO47847,2443.35
358,20190415,20190427,20190422,26328,SO47848,2049.0982
323,20190415,20190427,20190422,15342,SO47849,782.99
321,20190415,20190427,20190422,15350,SO47850,782.99
358,20190416,20190428,20190423,26331,SO47851,2049.0982
354,20190416,20190428,20190423,26342,SO47852,2071.4196
362,20190416,20190428,20190423,26487,SO47853,2049.0982
321,20190416,20190428,20190423,15341,SO47854,782.99
354,20190416,20190428,20190423,12987,SO47855,2071.4196
362,20190416,20190428,20190423,12995,SO47856,2049.0982
360,20190416,20190428,20190423,13024,SO47857,2049.0982
385,20190417,20190429,20190424,19302,SO47858,1000.4375
358,20190417,20190429,20190424,28713,SO47859,2049.0982
352,20190417,20190429,20190424,26339,SO47860,2071.4196
356,20190417,20190429,20190424,20470,SO47861,2071.4196
379,20190417,20190429,20190424,22199,SO47862,2181.5625
323,20190417,20190429,20190424,15351,SO47863,782.99
373,20190417,20190429,20190424,21966,SO47864,2181.5625
352,20190417,20190429,20190424,12701,SO47865,2071.4196
352,20190417,20190429,20190424,12990,SO47866,2071.4196
360,20190417,20190429,20190424,12991,SO47867,2049.0982
354,20190417,20190429,20190424,13021,SO47868,2071.4196
327,20190417,20190429,20190424,26190,SO47869,782.99
383,20190418,20190430,20190425,19305,SO47870,1000.4375
371,20190418,20190430,20190425,14708,SO47871,2181.5625
379,20190418,20190430,20190425,14790,SO47872,2181.5625
383,20190418,20190430,20190425,26321,SO47873,1000.4375
373,20190418,20190430,20190425,13462,SO47874,2181.5625
375,20190418,20190430,20190425,25992,SO47875,2181.5625
339,20190418,20190430,20190425,20848,SO47876,782.99
323,20190418,20190430,20190425,20851,SO47877,782.99
358,20190418,20190430,20190425,12702,SO47878,2049.0982
387,20190419,20190501,20190426,18157,SO47879,1000.4375
360,20190419,20190501,20190426,28689,SO47880,2049.0982
379,20190419,20190501,20190426,16553,SO47881,2181.5625
375,20190419,20190501,20190426,13464,SO47882,2181.5625
352,20190419,20190501,20190426,26481,SO47883,2071.4196
370,20190419,20190501,20190426,22030,SO47884,2443.35
385,20190419,20190501,20190426,24901,SO47885,1000.4375
358,20190419,20190501,20190426,13011,SO47886,2049.0982
356,20190419,20190501,20190426,13012,SO47887,2071.4196
354,20190419,20190501,20190426,13050,SO47888,2071.4196
377,20190420,20190502,20190427,16541,SO47889,2181.5625
370,20190420,20190502,20190427,16263,SO47890,2443.35
373,20190420,20190502,20190427,16290,SO47891,2181.5625
389,20190420,20190502,20190427,26373,SO47892,1000.4375
371,20190420,20190502,20190427,25989,SO47893,2181.5625
358,20190420,20190502,20190427,26344,SO47894,2049.0982
333,20190420,20190502,20190427,15347,SO47895,782.99
389,20190421,20190503,20190428,17206,SO47896,1000.4375
377,20190421,20190503,20190428,16573,SO47897,2181.5625
323,20190421,20190503,20190428,19276,SO47898,782.99
358,20190421,20190503,20190428,12996,SO47899,2049.0982
362,20190421,20190503,20190428,13035,SO47900,2049.0982
354,20190421,20190503,20190428,13075,SO47901,2071.4196
360,20190421,20190503,20190428,13076,SO47902,2049.0982
368,20190422,20190504,20190429,14714,SO47903,2443.35
377,20190422,20190504,20190429,16562,SO47904,2181.5625
373,20190422,20190504,20190429,29336,SO47905,2181.5625
339,20190422,20190504,20190429,27082,SO47906,782.99
369,20190422,20190504,20190429,21999,SO47907,2443.35
362,20190422,20190504,20190429,20468,SO47908,2049.0982
356,20190422,20190504,20190429,12999,SO47909,2071.4196
352,20190422,20190504,20190429,13049,SO47910,2071.4196
358,20190422,20190504,20190429,13077,SO47911,2049.0982
360,20190423,20190505,20190430,28724,SO47912,2049.0982
368,20190423,20190505,20190430,29159,SO47913,2443.35
335,20190423,20190505,20190430,20556,SO47914,782.99
360,20190423,20190505,20190430,26351,SO47915,2049.0982
383,20190423,20190505,20190430,24903,SO47916,1000.4375
358,20190423,20190505,20190430,13001,SO47917,2049.0982
362,20190423,20190505,20190430,13006,SO47918,2049.0982
381,20190424,20190506,20190501,17216,SO47919,1000.4375
358,20190424,20190506,20190501,12282,SO47920,2049.0982
379,20190424,20190506,20190501,14796,SO47921,2181.5625
379,20190424,20190506,20190501,13468,SO47922,2181.5625
358,20190424,20190506,20190501,26486,SO47923,2049.0982
377,20190424,20190506,20190501,22171,SO47924,2181.5625
385,20190424,20190506,20190501,24900,SO47925,1000.4375
360,20190424,20190506,20190501,13079,SO47926,2049.0982
331,20190424,20190506,20190501,26188,SO47927,782.99
377,20190425,20190507,20190502,29154,SO47928,2181.5625
368,20190425,20190507,20190502,29281,SO47929,2443.35
377,20190425,20190507,20190502,21982,SO47930,2181.5625
370,20190426,20190508,20190503,16531,SO47931,2443.35
373,20190426,20190508,20190503,16561,SO47932,2181.5625
373,20190426,20190508,20190503,16270,SO47933,2181.5625
385,20190426,20190508,20190503,14106,SO47934,1000.4375
375,20190426,20190508,20190503,22194,SO47935,2181.5625
325,20190426,20190508,20190503,26192,SO47936,782.99
321,20190427,20190509,20190504,20549,SO47937,782.99
371,20190427,20190509,20190504,21969,SO47938,2181.5625
371,20190427,20190509,20190504,21987,SO47939,2181.5625
354,20190427,20190509,20190504,12994,SO47940,2071.4196
356,20190427,20190509,20190504,13010,SO47941,2071.4196
337,20190427,20190509,20190504,26167,SO47942,782.99
385,20190428,20190510,20190505,17196,SO47943,1000.4375
362,20190428,20190510,20190505,28690,SO47944,2049.0982
370,20190428,20190510,20190505,14791,SO47945,2443.35
369,20190428,20190510,20190505,14802,SO47946,2443.35
387,20190428,20190510,20190505,14109,SO47947,1000.4375
369,20190428,20190510,20190505,13450,SO47948,2443.35
377,20190428,20190510,20190505,13477,SO47949,2181.5625
356,20190428,20190510,20190505,26484,SO47950,2071.4196
356,20190428,20190510,20190505,12700,SO47951,2071.4196
369,20190428,20190510,20190505,22193,SO47952,2443.35
369,20190428,20190510,20190505,21974,SO47953,2443.35
323,20190428,20190510,20190505,26191,SO47954,782.99
377,20190429,20190511,20190506,16554,SO47955,2181.5625
369,20190429,20190511,20190506,16271,SO47956,2443.35
389,20190429,20190511,20190506,14095,SO47957,1000.4375
329,20190429,20190511,20190506,15349,SO47958,782.99
327,20190429,20190511,20190506,26189,SO47959,782.99
377,20190430,20190512,20190507,16588,SO48093,2181.5625
370,20190430,20190512,20190507,13657,SO48094,2443.35
333,20190430,20190512,20190507,20590,SO48095,782.99
329,20190430,20190512,20190507,15398,SO48096,782.99
369,20190430,20190512,20190507,22412,SO48097,2443.35
377,20190430,20190512,20190507,22400,SO48098,2181.5625
360,20190501,20190513,20190508,12128,SO48099,2049.0982
356,20190501,20190513,20190508,26546,SO48100,2071.4196
369,20190501,20190513,20190508,22575,SO48101,2443.35
379,20190501,20190513,20190508,22576,SO48102,2181.5625
377,20190502,20190514,20190509,16389,SO48103,2181.5625
323,20190502,20190514,20190509,20859,SO48104,782.99
356,20190502,20190514,20190509,26513,SO48105,2071.4196
360,20190502,20190514,20190509,20546,SO48106,2049.0982
370,20190502,20190514,20190509,22580,SO48107,2443.35
389,20190502,20190514,20190509,24905,SO48108,1000.4375
369,20190503,20190515,20190510,13489,SO48109,2443.35
371,20190504,20190516,20190511,16307,SO48110,2181.5625
383,20190504,20190516,20190511,14112,SO48111,1000.4375
371,20190504,20190516,20190511,13712,SO48112,2181.5625
335,20190504,20190516,20190511,20716,SO48113,782.99
321,20190504,20190516,20190511,26439,SO48114,782.99
321,20190504,20190516,20190511,26442,SO48115,782.99
381,20190505,20190517,20190512,19312,SO48116,1000.4375
377,20190505,20190517,20190512,14930,SO48117,2181.5625
377,20190505,20190517,20190512,16309,SO48118,2181.5625
371,20190505,20190517,20190512,14851,SO48119,2181.5625
325,20190505,20190517,20190512,15388,SO48120,782.99
369,20190505,20190517,20190512,22410,SO48121,2443.35
369,20190505,20190517,20190512,22207,SO48122,2443.35
360,20190505,20190517,20190512,13080,SO48123,2049.0982
327,20190505,20190517,20190512,26436,SO48124,782.99
389,20190506,20190518,20190513,14239,SO48125,1000.4375
387,20190506,20190518,20190513,14115,SO48126,1000.4375
343,20190506,20190518,20190513,20598,SO48127,782.99
352,20190506,20190518,20190513,26534,SO48128,2071.4196
377,20190506,20190518,20190513,22582,SO48129,2181.5625
368,20190507,20190519,20190514,16829,SO48130,2443.35
360,20190507,20190519,20190514,20483,SO48131,2049.0982
352,20190507,20190519,20190514,26521,SO48132,2071.4196
377,20190507,20190519,20190514,22571,SO48133,2181.5625
371,20190507,20190519,20190514,22202,SO48134,2181.5625
383,20190507,20190519,20190514,24910,SO48135,1000.4375
354,20190507,20190519,20190514,13082,SO48136,2071.4196
352,20190508,20190520,20190515,12130,SO48137,2071.4196
373,20190508,20190520,20190515,14818,SO48138,2181.5625
370,20190508,20190520,20190515,22857,SO48139,2443.35
331,20190508,20190520,20190515,15374,SO48140,782.99
354,20190509,20190521,20190516,12299,SO48141,2071.4196
362,20190509,20190521,20190516,12213,SO48142,2049.0982
327,20190509,20190521,20190516,20720,SO48143,782.99
370,20190509,20190521,20190516,16823,SO48144,2443.35
362,20190509,20190521,20190516,26491,SO48145,2049.0982
371,20190509,20190521,20190516,22578,SO48146,2181.5625
377,20190509,20190521,20190516,22845,SO48147,2181.5625
362,20190510,20190522,20190517,11614,SO48148,2049.0982
371,20190510,20190522,20190517,16298,SO48149,2181.5625
369,20190510,20190522,20190517,16822,SO48150,2443.35
333,20190510,20190522,20190517,19280,SO48151,782.99
352,20190510,20190522,20190517,26536,SO48152,2071.4196
362,20190510,20190522,20190517,26575,SO48153,2049.0982
377,20190510,20190522,20190517,22402,SO48154,2181.5625
371,20190510,20190522,20190517,22408,SO48155,2181.5625
377,20190510,20190522,20190517,22581,SO48156,2181.5625
371,20190510,20190522,20190517,22851,SO48157,2181.5625
329,20190510,20190522,20190517,26433,SO48158,782.99
389,20190511,20190523,20190518,19322,SO48159,1000.4375
371,20190511,20190523,20190518,14848,SO48160,2181.5625
371,20190511,20190523,20190518,16938,SO48161,2181.5625
369,20190511,20190523,20190518,13714,SO48162,2443.35
375,20190511,20190523,20190518,22854,SO48163,2181.5625
329,20190511,20190523,20190518,26438,SO48164,782.99
373,20190512,20190524,20190519,16327,SO48165,2181.5625
368,20190512,20190524,20190519,13484,SO48166,2443.35
362,20190512,20190524,20190519,26539,SO48167,2049.0982
373,20190512,20190524,20190519,22904,SO48168,2181.5625
377,20190513,20190525,20190520,13653,SO48169,2181.5625
354,20190513,20190525,20190520,11613,SO48170,2071.4196
370,20190513,20190525,20190520,16313,SO48171,2443.35
369,20190513,20190525,20190520,13658,SO48172,2443.35
375,20190513,20190525,20190520,13704,SO48173,2181.5625
370,20190514,20190526,20190521,16827,SO48174,2443.35
354,20190514,20190526,20190521,26545,SO48175,2071.4196
337,20190514,20190526,20190521,15379,SO48176,782.99
385,20190515,20190527,20190522,17633,SO48177,1000.4375
352,20190515,20190527,20190522,12125,SO48178,2071.4196
369,20190515,20190527,20190522,16828,SO48179,2443.35
379,20190515,20190527,20190522,16316,SO48180,2181.5625
370,20190515,20190527,20190522,13705,SO48181,2443.35
360,20190515,20190527,20190522,26600,SO48182,2049.0982
373,20190515,20190527,20190522,22583,SO48183,2181.5625
381,20190515,20190527,20190522,24908,SO48184,1000.4375
360,20190516,20190528,20190523,12286,SO48185,2049.0982
379,20190516,20190528,20190523,16297,SO48186,2181.5625
335,20190516,20190528,20190523,20862,SO48187,782.99
377,20190516,20190528,20190523,22579,SO48188,2181.5625
325,20190516,20190528,20190523,15371,SO48189,782.99
323,20190516,20190528,20190523,26443,SO48190,782.99
331,20190517,20190529,20190524,19292,SO48191,782.99
377,20190517,20190529,20190524,13702,SO48192,2181.5625
352,20190517,20190529,20190524,26499,SO48193,2071.4196
369,20190517,20190529,20190524,22401,SO48194,2443.35
371,20190517,20190529,20190524,22399,SO48195,2181.5625
327,20190517,20190529,20190524,26440,SO48196,782.99
323,20190517,20190529,20190524,26422,SO48197,782.99
389,20190518,20190530,20190525,18164,SO48198,1000.4375
373,20190518,20190530,20190525,16595,SO48199,2181.5625
358,20190518,20190530,20190525,26537,SO48200,2049.0982
356,20190518,20190530,20190525,26601,SO48201,2071.4196
356,20190519,20190531,20190526,12225,SO48202,2071.4196
360,20190519,20190531,20190526,12226,SO48203,2049.0982
335,20190519,20190531,20190526,26445,SO48204,782.99
362,20190519,20190531,20190526,26509,SO48205,2049.0982
352,20190519,20190531,20190526,26538,SO48206,2071.4196
373,20190519,20190531,20190526,22407,SO48207,2181.5625
370,20190519,20190531,20190526,22201,SO48208,2443.35
321,20190519,20190531,20190526,15369,SO48209,782.99
354,20190519,20190531,20190526,13089,SO48210,2071.4196
385,20190520,20190601,20190527,17634,SO48211,1000.4375
362,20190520,20190601,20190527,12289,SO48212,2049.0982
358,20190520,20190601,20190527,12292,SO48213,2049.0982
368,20190520,20190601,20190527,16409,SO48214,2443.35
387,20190520,20190601,20190527,26482,SO48215,1000.4375
325,20190520,20190601,20190527,20719,SO48216,782.99
325,20190520,20190601,20190527,15380,SO48217,782.99
368,20190521,20190602,20190528,16594,SO48218,2443.35
354,20190521,20190602,20190528,26511,SO48219,2071.4196
375,20190521,20190602,20190528,22409,SO48220,2181.5625
337,20190521,20190602,20190528,15365,SO48221,782.99
381,20190522,20190603,20190529,14116,SO48222,1000.4375
383,20190522,20190603,20190529,14120,SO48223,1000.4375
354,20190522,20190603,20190529,26581,SO48224,2071.4196
371,20190522,20190603,20190529,22573,SO48225,2181.5625
327,20190522,20190603,20190529,26444,SO48226,782.99
368,20190523,20190604,20190530,14813,SO48227,2443.35
368,20190523,20190604,20190530,16598,SO48228,2443.35
354,20190523,20190604,20190530,26510,SO48229,2071.4196
360,20190523,20190604,20190530,26530,SO48230,2049.0982
362,20190523,20190604,20190530,26579,SO48231,2049.0982
331,20190523,20190604,20190530,15396,SO48232,782.99
371,20190523,20190604,20190530,22850,SO48233,2181.5625
373,20190523,20190604,20190530,22203,SO48234,2181.5625
321,20190523,20190604,20190530,15367,SO48235,782.99
339,20190523,20190604,20190530,26423,SO48236,782.99
379,20190524,20190605,20190531,14925,SO48237,2181.5625
368,20190524,20190605,20190531,16831,SO48238,2443.35
373,20190524,20190605,20190531,13700,SO48239,2181.5625
323,20190524,20190605,20190531,20856,SO48240,782.99
360,20190524,20190605,20190531,26520,SO48241,2049.0982
356,20190524,20190605,20190531,26532,SO48242,2071.4196
371,20190524,20190605,20190531,22411,SO48243,2181.5625
371,20190524,20190605,20190531,22860,SO48244,2181.5625
354,20190525,20190606,20190601,12129,SO48245,2071.4196
354,20190525,20190606,20190601,12218,SO48246,2071.4196
373,20190525,20190606,20190601,16390,SO48247,2181.5625
329,20190525,20190606,20190601,20852,SO48248,782.99
337,20190525,20190606,20190601,15394,SO48249,782.99
370,20190525,20190606,20190601,22572,SO48250,2443.35
389,20190526,20190607,20190602,17641,SO48251,1000.4375
321,20190526,20190607,20190602,20864,SO48252,782.99
369,20190526,20190607,20190602,14926,SO48253,2443.35
383,20190526,20190607,20190602,14117,SO48254,1000.4375
385,20190526,20190607,20190602,26496,SO48255,1000.4375
385,20190526,20190607,20190602,14240,SO48256,1000.4375
321,20190526,20190607,20190602,19282,SO48257,782.99
325,20190526,20190607,20190602,19287,SO48258,782.99
327,20190526,20190607,20190602,27085,SO48259,782.99
323,20190526,20190607,20190602,27099,SO48260,782.99
329,20190526,20190607,20190602,27101,SO48261,782.99
385,20190526,20190607,20190602,24909,SO48262,1000.4375
329,20190526,20190607,20190602,26435,SO48263,782.99
329,20190526,20190607,20190602,26437,SO48264,782.99
369,20190527,20190608,20190603,16945,SO48265,2443.35
370,20190527,20190608,20190603,13713,SO48266,2443.35
327,20190527,20190608,20190603,27102,SO48267,782.99
370,20190527,20190608,20190603,22406,SO48268,2443.35
325,20190527,20190608,20190603,20863,SO48269,782.99
360,20190527,20190608,20190603,13081,SO48270,2049.0982
356,20190528,20190609,20190604,28727,SO48271,2071.4196
371,20190528,20190609,20190604,14931,SO48272,2181.5625
369,20190528,20190609,20190604,16589,SO48273,2443.35
370,20190528,20190609,20190604,22404,SO48274,2443.35
387,20190528,20190609,20190604,24907,SO48275,1000.4375
325,20190528,20190609,20190604,26429,SO48276,782.99
360,20190529,20190610,20190605,12287,SO48277,2049.0982
368,20190529,20190610,20190605,16305,SO48278,2443.35
381,20190529,20190610,20190605,14121,SO48279,1000.4375
377,20190529,20190610,20190605,13487,SO48280,2181.5625
371,20190529,20190610,20190605,13492,SO48281,2181.5625
362,20190529,20190610,20190605,26540,SO48282,2049.0982
323,20190529,20190610,20190605,15389,SO48283,782.99
377,20190529,20190610,20190605,22577,SO48284,2181.5625
323,20190529,20190610,20190605,15372,SO48285,782.99
327,20190530,20190611,20190606,20830,SO48400,782.99
375,20190530,20190611,20190606,16451,SO48401,2181.5625
379,20190530,20190611,20190606,17627,SO48402,2181.5625
383,20190530,20190611,20190606,14285,SO48403,1000.4375
377,20190530,20190611,20190606,13730,SO48404,2181.5625
356,20190530,20190611,20190606,12316,SO48405,2071.4196
327,20190530,20190611,20190606,15473,SO48406,782.99
375,20190530,20190611,20190606,22913,SO48407,2181.5625
379,20190530,20190611,20190606,22927,SO48408,2181.5625
370,20190530,20190611,20190606,22940,SO48409,2443.35
358,20190530,20190611,20190606,26649,SO48410,2049.0982
371,20190531,20190612,20190607,17182,SO48411,2181.5625
343,20190531,20190612,20190607,19310,SO48412,782.99
383,20190531,20190612,20190607,14288,SO48413,1000.4375
369,20190531,20190612,20190607,13718,SO48414,2443.35
356,20190531,20190612,20190607,26634,SO48415,2071.4196
321,20190531,20190612,20190607,15472,SO48416,782.99
368,20190531,20190612,20190607,22932,SO48417,2443.35
352,20190531,20190612,20190607,13114,SO48418,2071.4196
339,20190531,20190612,20190607,26585,SO48419,782.99
377,20190601,20190613,20190608,14957,SO48420,2181.5625
387,20190601,20190613,20190608,19361,SO48421,1000.4375
379,20190601,20190613,20190608,16946,SO48422,2181.5625
341,20190601,20190613,20190608,19297,SO48423,782.99
377,20190601,20190613,20190608,15070,SO48424,2181.5625
379,20190601,20190613,20190608,16475,SO48425,2181.5625
383,20190601,20190613,20190608,14253,SO48426,1000.4375
389,20190601,20190613,20190608,14289,SO48427,1000.4375
371,20190601,20190613,20190608,13733,SO48428,2181.5625
352,20190601,20190613,20190608,12385,SO48429,2071.4196
360,20190601,20190613,20190608,26633,SO48430,2049.0982
354,20190601,20190613,20190608,26619,SO48431,2071.4196
377,20190601,20190613,20190608,23098,SO48432,2181.5625
379,20190601,20190613,20190608,23102,SO48433,2181.5625
377,20190601,20190613,20190608,22912,SO48434,2181.5625
377,20190601,20190613,20190608,22953,SO48435,2181.5625
389,20190602,20190614,20190609,14267,SO48436,1000.4375
325,20190602,20190614,20190609,15466,SO48437,782.99
362,20190602,20190614,20190609,13117,SO48438,2049.0982
389,20190603,20190615,20190610,17651,SO48439,1000.4375
337,20190603,20190615,20190610,19309,SO48440,782.99
389,20190603,20190615,20190610,26503,SO48441,1000.4375
377,20190603,20190615,20190610,13735,SO48442,2181.5625
352,20190603,20190615,20190610,12232,SO48443,2071.4196
362,20190603,20190615,20190610,26618,SO48444,2049.0982
343,20190603,20190615,20190610,15411,SO48445,782.99
339,20190603,20190615,20190610,27265,SO48446,782.99
327,20190603,20190615,20190610,15471,SO48447,782.99
375,20190603,20190615,20190610,22987,SO48448,2181.5625
370,20190603,20190615,20190610,22907,SO48449,2443.35
362,20190603,20190615,20190610,26645,SO48450,2049.0982
358,20190603,20190615,20190610,13107,SO48451,2049.0982
368,20190604,20190616,20190611,14998,SO48452,2443.35
385,20190604,20190616,20190611,17647,SO48453,1000.4375
358,20190604,20190616,20190611,12328,SO48454,2049.0982
360,20190604,20190616,20190611,12380,SO48455,2049.0982
360,20190604,20190616,20190611,20651,SO48456,2049.0982
362,20190604,20190616,20190611,13110,SO48457,2049.0982
371,20190605,20190617,20190612,17097,SO48458,2181.5625
379,20190605,20190617,20190612,14966,SO48459,2181.5625
371,20190605,20190617,20190612,17098,SO48460,2181.5625
389,20190605,20190617,20190612,18167,SO48461,1000.4375
329,20190605,20190617,20190612,20828,SO48462,782.99
371,20190605,20190617,20190612,17225,SO48463,2181.5625
375,20190605,20190617,20190612,13734,SO48464,2181.5625
356,20190605,20190617,20190612,26626,SO48465,2071.4196
333,20190605,20190617,20190612,15404,SO48466,782.99
333,20190605,20190617,20190612,15409,SO48467,782.99
337,20190605,20190617,20190612,15433,SO48468,782.99
377,20190605,20190617,20190612,22961,SO48469,2181.5625
379,20190605,20190617,20190612,23105,SO48470,2181.5625
375,20190605,20190617,20190612,22909,SO48471,2181.5625
373,20190605,20190617,20190612,22942,SO48472,2181.5625
352,20190605,20190617,20190612,26641,SO48473,2071.4196
329,20190605,20190617,20190612,26447,SO48474,782.99
370,20190606,20190618,20190613,17214,SO48475,2443.35
385,20190606,20190618,20190613,26512,SO48476,1000.4375
352,20190606,20190618,20190613,26611,SO48477,2071.4196
371,20190606,20190618,20190613,22929,SO48478,2181.5625
373,20190606,20190618,20190613,22939,SO48479,2181.5625
352,20190606,20190618,20190613,26642,SO48480,2071.4196
358,20190606,20190618,20190613,20669,SO48481,2049.0982
387,20190606,20190618,20190613,24912,SO48482,1000.4375
381,20190606,20190618,20190613,24917,SO48483,1000.4375
352,20190606,20190618,20190613,13525,SO48484,2071.4196
335,20190606,20190618,20190613,26587,SO48485,782.99
343,20190607,20190619,20190614,20866,SO48486,782.99
335,20190607,20190619,20190614,20808,SO48487,782.99
354,20190607,20190619,20190614,12229,SO48488,2071.4196
369,20190607,20190619,20190614,22954,SO48489,2443.35
381,20190607,20190619,20190614,24913,SO48490,1000.4375
358,20190607,20190619,20190614,13126,SO48491,2049.0982
331,20190607,20190619,20190614,26567,SO48492,782.99
362,20190608,20190620,20190615,12402,SO48493,2049.0982
385,20190608,20190620,20190615,14272,SO48494,1000.4375
360,20190608,20190620,20190615,26602,SO48495,2049.0982
362,20190608,20190620,20190615,26603,SO48496,2049.0982
360,20190608,20190620,20190615,26606,SO48497,2049.0982
387,20190608,20190620,20190615,24920,SO48498,1000.4375
358,20190608,20190620,20190615,13132,SO48499,2049.0982
358,20190608,20190620,20190615,13135,SO48500,2049.0982
383,20190608,20190620,20190615,19362,SO48501,1000.4375
335,20190608,20190620,20190615,26566,SO48502,782.99
370,20190609,20190621,20190616,15003,SO48503,2443.35
341,20190609,20190621,20190616,20879,SO48504,782.99
371,20190609,20190621,20190616,15071,SO48505,2181.5625
379,20190609,20190621,20190616,15072,SO48506,2181.5625
389,20190609,20190621,20190616,14255,SO48507,1000.4375
377,20190609,20190621,20190616,13736,SO48508,2181.5625
354,20190609,20190621,20190616,28740,SO48509,2071.4196
354,20190609,20190621,20190616,26631,SO48510,2071.4196
362,20190609,20190621,20190616,26635,SO48511,2049.0982
352,20190609,20190621,20190616,20656,SO48512,2071.4196
321,20190609,20190621,20190616,15417,SO48513,782.99
339,20190609,20190621,20190616,15427,SO48514,782.99
375,20190609,20190621,20190616,22959,SO48515,2181.5625
354,20190609,20190621,20190616,13139,SO48516,2071.4196
368,20190610,20190622,20190617,16442,SO48517,2443.35
381,20190610,20190622,20190617,19337,SO48518,1000.4375
381,20190610,20190622,20190617,18176,SO48519,1000.4375
377,20190610,20190622,20190617,16411,SO48520,2181.5625
371,20190610,20190622,20190617,16422,SO48521,2181.5625
370,20190610,20190622,20190617,15064,SO48522,2443.35
377,20190610,20190622,20190617,17203,SO48523,2181.5625
377,20190610,20190622,20190617,15082,SO48524,2181.5625
385,20190610,20190622,20190617,14284,SO48525,1000.4375
375,20190610,20190622,20190617,13724,SO48526,2181.5625
352,20190610,20190622,20190617,26617,SO48527,2071.4196
379,20190610,20190622,20190617,22908,SO48528,2181.5625
360,20190610,20190622,20190617,26638,SO48529,2049.0982
352,20190610,20190622,20190617,13104,SO48530,2071.4196
360,20190610,20190622,20190617,13105,SO48531,2049.0982
362,20190610,20190622,20190617,13112,SO48532,2049.0982
329,20190610,20190622,20190617,26560,SO48533,782.99
371,20190611,20190623,20190618,16448,SO48534,2181.5625
339,20190611,20190623,20190618,19295,SO48535,782.99
387,20190611,20190623,20190618,14256,SO48536,1000.4375
362,20190611,20190623,20190618,12318,SO48537,2049.0982
379,20190611,20190623,20190618,22905,SO48538,2181.5625
377,20190611,20190623,20190618,22921,SO48539,2181.5625
377,20190611,20190623,20190618,22931,SO48540,2181.5625
368,20190611,20190623,20190618,22943,SO48541,2443.35
360,20190611,20190623,20190618,26676,SO48542,2049.0982
387,20190611,20190623,20190618,24918,SO48543,1000.4375
354,20190611,20190623,20190618,13119,SO48544,2071.4196
360,20190611,20190623,20190618,12335,SO48545,2049.0982
377,20190612,20190624,20190619,14960,SO48546,2181.5625
385,20190612,20190624,20190619,19029,SO48547,1000.4375
370,20190612,20190624,20190619,16414,SO48548,2443.35
375,20190612,20190624,20190619,14946,SO48549,2181.5625
327,20190612,20190624,20190619,19315,SO48550,782.99
331,20190612,20190624,20190619,20833,SO48551,782.99
381,20190612,20190624,20190619,14242,SO48552,1000.4375
370,20190612,20190624,20190619,13716,SO48553,2443.35
362,20190612,20190624,20190619,26622,SO48554,2049.0982
325,20190612,20190624,20190619,15399,SO48555,782.99
377,20190612,20190624,20190619,22936,SO48556,2181.5625
370,20190612,20190624,20190619,22958,SO48557,2443.35
360,20190612,20190624,20190619,26684,SO48558,2049.0982
354,20190612,20190624,20190619,13122,SO48559,2071.4196
327,20190612,20190624,20190619,26561,SO48560,782.99
341,20190612,20190624,20190619,26562,SO48561,782.99
375,20190613,20190625,20190620,17085,SO48562,2181.5625
341,20190613,20190625,20190620,20831,SO48563,782.99
375,20190613,20190625,20190620,17218,SO48564,2181.5625
358,20190613,20190625,20190620,26604,SO48565,2049.0982
375,20190613,20190625,20190620,22906,SO48566,2181.5625
377,20190614,20190626,20190621,14948,SO48567,2181.5625
327,20190614,20190626,20190621,19296,SO48568,782.99
325,20190614,20190626,20190621,20726,SO48569,782.99
389,20190614,20190626,20190621,26504,SO48570,1000.4375
377,20190614,20190626,20190621,13726,SO48571,2181.5625
362,20190614,20190626,20190621,28756,SO48572,2049.0982
329,20190614,20190626,20190621,15419,SO48573,782.99
321,20190614,20190626,20190621,15422,SO48574,782.99
360,20190614,20190626,20190621,13123,SO48575,2049.0982
362,20190614,20190626,20190621,13133,SO48576,2049.0982
335,20190614,20190626,20190621,26571,SO48577,782.99
377,20190615,20190627,20190622,17207,SO48578,2181.5625
379,20190615,20190627,20190622,13741,SO48579,2181.5625
358,20190615,20190627,20190622,12231,SO48580,2049.0982
352,20190615,20190627,20190622,26632,SO48581,2071.4196
343,20190615,20190627,20190622,15428,SO48582,782.99
377,20190615,20190627,20190622,23106,SO48583,2181.5625
379,20190615,20190627,20190622,22935,SO48584,2181.5625
389,20190615,20190627,20190622,24919,SO48585,1000.4375
354,20190615,20190627,20190622,13113,SO48586,2071.4196
323,20190615,20190627,20190622,26568,SO48587,782.99
339,20190615,20190627,20190622,26569,SO48588,782.99
387,20190616,20190628,20190623,17646,SO48589,1000.4375
352,20190616,20190628,20190623,28757,SO48590,2071.4196
358,20190616,20190628,20190623,28739,SO48591,2049.0982
354,20190616,20190628,20190623,12266,SO48592,2071.4196
362,20190616,20190628,20190623,12394,SO48593,2049.0982
362,20190616,20190628,20190623,26614,SO48594,2049.0982
